,PO / SO #,ASN/DN #,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
253,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,Yes,0.0,0.0,0.08
254,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,Yes,0.0,0.0,0.08
255,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,130.0,1859.79,74.97
256,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,87.0,1205.7,48.69
257,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,0.59
258,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,Yes,69.0,1332.43,5.88
259,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,2.0,12561.4,0.31
260,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,4995.0,275.0,313.29
261,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,Yes,309.0,3777.93,164.33
262,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,3393.0,30661.5,622.36
263,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,1073.0,8114.11,215.6
264,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,195.0,2008.54,109.76
265,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,30.0,4111.71,3.82
266,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,158.0,4318.21,30.18
267,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Yes,251.0,1484.75,7.45
268,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,Yes,0.0,0.0,1.65
269,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,Yes,0.0,0.0,0.86
270,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,Yes,0.0,0.0,2.89
271,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,590.0,5962.58,310.46
272,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,589.0,314.0,440.27
273,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,107.0,1845.74,47.04
274,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,29.0,854.34,47.04
275,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,61.0,7682.69,47.04
276,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,47.04
277,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,47.04
278,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,No,0.0,0.0,47.04
279,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,47.04
280,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Yes,316.0,3850.8,47.04
281,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,3217.0,14364.29,47.04
282,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,47.04
283,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,47.04
284,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,6684.0,31849.010000000002,47.04
285,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Yes,3822.0,25124.12,47.04
286,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,No,0.0,0.0,47.04
287,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,60.0,1498.02,47.04
288,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,2336.0,21150.56,300.0
289,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,Yes,1072.0,0.0,47.04
290,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,120.0,3004.62,47.04
291,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3045.0,28118.58,432.0
292,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3276.0,31849.010000000002,496.8
293,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,2603.0,22838.29,345.6
294,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,2895.0,18045.24,443.88
295,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,No,0.0,0.0,1.52
296,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,Yes,161.0,2514.05,8.96
297,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,Yes,340.0,2326.1,26.3
298,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3336.0,27791.62,320.0
299,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,1456.0,14505.37,160.0
301,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,2318.0,6755.81,86.96
302,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,732.0,6524.19,113.66
303,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,6.0,0.0,5.3
304,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Pediatric,No,0.0,0.0,5.81
305,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Adult,No,0.0,0.0,0.86
306,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Adult,No,0.0,0.0,0.71
307,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,2300.0,31849.010000000002,230.4
308,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,83.0,2426.05,0.96
311,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Pediatric,No,0.0,0.0,1.11
312,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Adult,No,0.0,0.0,38.09
313,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Adult,No,0.0,0.0,2.03
314,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Adult,No,0.0,0.0,0.05
315,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,Yes,108.0,0.0,6.12
316,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,2985.0,20635.3,390.87
317,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,861.0,12770.05,383.95
318,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,550.0,8213.59,409.42
319,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,Yes,0.0,0.0,13.47
320,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,HRDT,HIV test,Yes,0.0,0.0,100.75
322,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,455.0,4113.16,230.37
323,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,16.0,515.48,8.06
324,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,255.0,5303.05,124.99
325,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,194.0,2642.45,97.91
326,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,Yes,0.0,0.0,0.9
327,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,60.0
328,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,137.0,5260.46,20.8
329,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,121.0,2789.74,6.22
330,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,114.0,2879.96,5.95
331,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,25.0,641.04,11.52
333,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,25.0,1038.39,11.52
334,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,HRDT,HIV test,Yes,0.0,0.0,6.08
335,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,0.06
336,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,5.07
337,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,11.17
338,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,257.0,2873.56,154.08
339,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3000.0,31849.010000000002,460.8
340,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,120.0,5921.97,39.87
341,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,25.9
342,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3508.0,29954.15,532.01
343,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,2.0,330.0,1.89
344,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,128.0,2147.61,20.46
345,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,No,0.0,0.0,0.09
346,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,4913.0,31849.010000000002,315.47
347,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,Yes,0.0,0.0,0.58
348,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,1.03
349,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,2.14
351,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ACT,ACT,No,0.0,0.0,38.22
352,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,HRDT,HIV test,Yes,337.0,3499.18,156.8
353,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,296.0,2648.82,115.18
354,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,963.0,25080.52,128.4
355,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,493.0,1727.2,475.78
356,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,1624.0,12646.15,776.05
357,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,1044.0,3854.23,28.96
358,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,46.0,2946.64,21.17
359,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,2.0,378.0,1.8
360,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,2535.0,20083.74,158.23
361,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,11.31
362,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,284.0,3261.37,52.62
363,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,1584.0,22775.45,824.61
364,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,No,0.0,0.0,0.96
365,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,355.0,4457.29,66.61
366,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,64.0,1083.36,30.06
367,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,18.0,2525.73,4.94
368,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,6.56
369,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,88.0,3936.25,52.96
370,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,No,0.0,0.0,1.1
371,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,Yes,362.0,2490.67,118.42
372,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,7.78
373,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,18.37
374,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,No,0.0,0.0,30.41
375,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,319.57
376,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,111.33
377,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,46.35
378,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,Yes,0.0,4230.75,1.67
379,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,Yes,0.0,0.0,11.7
380,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,45.26
381,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,8.46
382,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,No,0.0,0.0,0.61
383,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,2.15
384,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,No,0.0,0.0,0.25
385,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,0.23
386,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,0.29
387,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,Yes,0.0,0.0,8.94
388,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,86.57
389,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,No,0.0,0.0,84.99
390,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,97.08
391,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,13.94
392,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,Yes,0.0,0.0,19.38
393,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,Yes,0.0,0.0,0.5
394,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,48.0,684.42,13.72
395,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,Yes,0.0,0.0,0.73
396,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,2215.0,17974.65,1176.0
397,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,6684.0,31849.010000000002,1257.84
398,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,43.0,2760.11,24.7
399,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,0.0,0.0,215.6
400,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,3479.0,10048.1,471.2
401,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,524.0,4453.71,83.47
402,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,1815.0,9931.49,45.36
403,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,76.49
404,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3.0,597.43,0.69
405,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,Yes,0.0,0.0,1.65
406,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,Yes,0.0,0.0,13.8
407,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,1.33
408,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,6.15
409,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,No,0.0,0.0,0.64
410,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,4.5
411,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,Yes,0.0,0.0,14.58
412,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,15.0,633.73,47.04
413,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,1172.0,5595.44,47.04
414,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,Yes,54.0,13981.96,47.04
415,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,600.0,5714.31,47.04
416,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,173.0,17928.53,47.04
417,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,6684.0,5157.65,47.04
418,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,134.0,963.73,47.04
419,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,78.0,4702.79,47.04
420,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,512.0,3906.29,192.0
421,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,66.36
422,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,Yes,226.0,2923.46,131.5
424,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,0.0,0.0,10.48
425,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3338.0,28466.06,320.0
426,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3112.0,22856.02,392.0
428,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,68.0,1711.86,10.8
429,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Adult,No,0.0,0.0,24.65
430,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Adult,Yes,0.0,0.0,7.67
431,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,No,0.0,0.0,125.44
432,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,4124.0,10500.0,434.38
433,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,Yes,513.0,5866.31,263.04
434,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,2.24
435,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Adult,No,0.0,0.0,3.71
436,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Adult,No,0.0,0.0,22.34
437,SCMS,ASN,PMO - US,Direct Drop,DDP,Other,ARV,Pediatric,No,0.0,0.0,3.28
438,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,Yes,31.0,910.86,2.96
439,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,Yes,0.0,0.0,34.75
440,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,979.0,8690.26,495.29
441,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,522.0,6924.83,57.88
442,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,1080.0,15987.05,161.28
443,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,256.0,4014.57,124.99
444,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,362.0,4717.51,54.37
446,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,HRDT,HIV test,Yes,0.0,0.0,63.2
448,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,No,0.0,0.0,10.26
449,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,No,0.0,0.0,5.06
450,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,1000.0,7526.06,123.37
451,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,920.0,7265.05,113.66
452,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,Yes,385.0,4393.32,199.91
453,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,Yes,208.0,3449.4,105.22
454,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,HRDT,HIV test,Yes,0.0,0.0,4.08
455,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,1360.0,5412.14,181.86
456,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,242.0,5881.57,11.2
457,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,185.0,5551.97,29.84
458,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,Yes,81.0,2035.66,4.48
459,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,165.15
460,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,No,0.0,0.0,0.08
461,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,470.0,3684.28,230.61
462,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,15.26
463,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,1989.0,19569.48,370.05
464,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,0.0,0.0,120.48
465,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,No,0.0,0.0,345.55
466,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,1062.0,3976.33,54.37
467,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3.0,1225.17,0.26
468,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,5406.0,559.95,0.9
469,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,327.0,3171.36,8.57
470,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,HRDT,HIV test,Yes,0.0,0.0,100.62
471,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,4922.0,31849.010000000002,315.65
472,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,5057.0,31849.010000000002,315.65
473,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,5057.0,31849.010000000002,257.67
474,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,Yes,2278.0,23743.01,0.15
475,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,1698.0,16414.22,331.04
476,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,220.0,7078.9,33.28
477,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Pediatric,Yes,0.0,0.0,7.48
478,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,No,0.0,0.0,1.16
479,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,554.0,4810.99,105.24
480,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,Yes,400.0,4856.14,156.8
481,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,2462.0,3451.41,2465.94
482,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,60.0,1097.78,49.53
483,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,29.56
484,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,94.0,1205.43,11.76
485,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,33.0,812.0,13.33
486,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,Yes,2724.0,12620.12,860.34
487,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,221.58
488,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,9.56
489,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,6.54
490,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,87.83
491,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,161.94
492,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,97.63
493,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,122.99
494,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,201.11
495,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,No,0.0,0.0,14.64
496,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,No,0.0,0.0,3.0
497,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,28.48
498,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,17.29
499,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,4.58
500,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,Yes,0.0,0.0,0.01
501,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,1521.4,12.85
502,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,2.31
503,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,No,0.0,0.0,0.37
504,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,No,0.0,0.0,3.09
505,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,No,0.0,0.0,1.63
506,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Pediatric,Yes,0.0,0.0,1.2
507,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,0.0,0.0,133.49
508,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,48.0,1119.99,13.72
